,submission_date,state,new_death,week
3684,2020-04-28,Michigan,105.0,9
3686,2020-05-07,Wisconsin,12.0,10
3687,2021-02-27,Vermont,0.0,52
3688,2020-04-20,New Jersey,175.0,8
3689,2020-10-19,New Jersey,3.0,34
3690,2021-01-24,Virginia,3.0,48
3691,2021-01-30,North Dakota,0.0,48
3693,2020-07-09,Michigan,8.0,19
3694,2020-09-04,Nevada,12.0,27
3695,2020-07-14,Indiana,10.0,20
3696,2020-08-12,Nebraska,5.0,24
3698,2020-06-04,Virginia,8.0,14
3699,2020-10-20,Delaware,2.0,34
3701,2020-06-28,Minnesota,10.0,18
3703,2021-02-23,New Hampshire,1.0,52
3704,2020-11-12,Alabama,32.0,37
3705,2021-02-14,Oregon,0.0,51
3706,2021-02-03,California,388.0,49
3707,2020-05-29,Maryland,40.0,13
3708,2020-12-10,Illinois,232.0,41
3709,2020-08-12,New Jersey,,24
3710,2020-08-30,Maine,0.0,27
3711,2020-09-22,Nevada,18.0,30
3713,2020-10-06,North Dakota,24.0,32
3714,2020-05-09,Arizona,15.0,10
3715,2020-08-11,Illinois,20.0,24
3716,2020-03-03,Vermont,0.0,1
3717,2021-04-18,California,27.0,60
3718,2020-04-30,Oregon,2.0,9
3719,2020-05-27,Wyoming,1.0,13
3720,2021-02-07,Delaware,6.0,50
3721,2020-12-27,Maryland,42.0,44
3722,2020-05-06,Kentucky,8.0,10
3724,2020-04-13,Virginia,5.0,7
3726,2020-03-11,North Dakota,0.0,2
3727,2020-10-01,New Jersey,5.0,31
3728,2020-07-16,Nebraska,8.0,20
3729,2020-03-28,California,22.0,4
3730,2020-09-08,Washington,0.0,28
3731,2021-01-24,Idaho,1.0,48
3732,2020-08-13,North Carolina,32.0,24
3735,2020-10-02,New Hampshire,1.0,31
3736,2020-04-29,Nebraska,13.0,9
3738,2020-08-22,Connecticut,0.0,25
3739,2021-04-22,Delaware,1.0,60
3740,2020-08-23,Connecticut,0.0,26
3741,2020-03-23,South Carolina,2.0,4
3743,2020-06-17,New Jersey,42.0,16
3744,2020-09-12,Michigan,5.0,28
3747,2020-03-12,Idaho,0.0,2
3748,2020-07-07,Nevada,11.0,19
3749,2021-02-24,Kentucky,51.0,52
3750,2021-01-26,Missouri,33.0,48
3752,2021-04-18,Connecticut,6.0,60
3755,2021-03-15,Montana,1.0,55
3757,2020-07-23,New Hampshire,3.0,21
3758,2020-11-22,Rhode Island,12.0,39
3759,2020-04-06,Idaho,3.0,6
3760,2020-12-01,Wisconsin,117.0,40
3761,2021-01-16,Wisconsin,135.0,46
3762,2020-12-28,Oregon,6.0,44
3763,2020-12-20,Arizona,34.0,43
3764,2020-10-31,Wisconsin,63.0,35
3765,2021-04-16,Idaho,2.0,59
3766,2020-12-06,Nebraska,11.0,41
3767,2020-11-13,New Hampshire,3.0,37
3768,2021-05-06,Wyoming,0.0,62
3769,2020-05-19,Missouri,15.0,12
3770,2020-08-21,Maine,1.0,25
3771,2020-05-10,South Carolina,7.0,11
3772,2020-04-15,Montana,0.0,7
3773,2020-08-20,Washington,15.0,25
3774,2020-09-19,South Carolina,23.0,29
3775,2020-03-04,Illinois,0.0,1
3776,2020-10-02,Oregon,3.0,31
3777,2021-05-22,Kentucky,5.0,64
3778,2021-02-15,New Jersey,12.0,51
3779,2020-03-18,Delaware,0.0,3
3780,2020-07-17,Nebraska,2.0,20
3781,2020-10-13,Rhode Island,7.0,33
3782,2020-09-08,South Carolina,18.0,28
3783,2020-04-24,Indiana,40.0,8
3784,2020-08-27,Louisiana,23.0,26
3785,2020-12-07,Arizona,0.0,41
3787,2021-03-03,Louisiana,21.0,53
3788,2021-05-01,North Carolina,9.0,61
3790,2021-04-21,Montana,5.0,60
3792,2021-02-17,Missouri,12.0,51
3793,2020-11-07,Wisconsin,48.0,36
3794,2020-05-19,Washington,29.0,12
3795,2021-05-31,Virginia,8.0,66
3796,2020-06-08,Arizona,3.0,15
3797,2020-06-09,Alabama,16.0,15
3798,2020-09-10,Kentucky,22.0,28
3799,2020-09-23,Delaware,2.0,30
3802,2021-03-17,South Carolina,16.0,55
3803,2020-04-22,Michigan,135.0,8
3804,2020-04-13,Missouri,8.0,7
3806,2020-06-08,Washington,2.0,15
3807,2020-10-18,Connecticut,0.0,34
3808,2020-09-03,Missouri,11.0,27
3810,2020-09-29,Idaho,4.0,31
3811,2020-09-23,Michigan,14.0,30
3812,2020-12-20,Illinois,81.0,43
3813,2020-06-01,Maryland,31.0,14
3814,2021-03-21,Rhode Island,1.0,56
3818,2021-02-02,Nevada,46.0,49
3819,2020-03-23,Washington,15.0,4
3820,2020-09-27,Connecticut,0.0,31
3821,2020-03-12,Montana,0.0,2
3823,2020-12-25,Alabama,56.0,43
3825,2021-01-07,California,674.0,45
3826,2020-10-03,Maine,0.0,31
3827,2021-06-01,South Carolina,0.0,66
3828,2021-02-27,New Jersey,46.0,52
3830,2020-10-02,South Carolina,12.0,31
3831,2020-10-10,Maine,0.0,32
3832,2021-03-13,Idaho,1.0,54
3833,2020-09-23,Oregon,6.0,30
3834,2021-01-24,Missouri,30.0,48
3835,2020-12-19,Arizona,118.0,42
3836,2021-05-09,Alabama,8.0,63
3837,2020-03-20,Louisiana,4.0,3
3840,2021-01-15,Illinois,149.0,46
3841,2020-10-28,Oregon,7.0,35
3842,2020-04-21,Indiana,45.0,8
3843,2020-04-22,Mississippi,22.0,8
3844,2020-05-27,California,81.0,13
3845,2021-05-08,New Jersey,22.0,62
3846,2020-03-06,Maine,0.0,1
3847,2021-04-30,Arizona,19.0,61
3849,2020-07-17,Rhode Island,2.0,20
3851,2021-03-08,Missouri,10.0,54
3852,2021-04-23,Michigan,87.0,60
3853,2021-05-01,Connecticut,0.0,61
3854,2020-07-08,Wyoming,1.0,19
3855,2021-03-28,Illinois,23.0,57
3858,2020-07-25,Illinois,12.0,21
3859,2020-04-23,Connecticut,95.0,8
3860,2020-08-31,Kentucky,3.0,27
3861,2021-04-02,Idaho,3.0,57
3862,2020-12-30,Montana,11.0,44
3863,2020-04-27,Missouri,15.0,9
3864,2020-03-15,Vermont,0.0,3
3865,2020-03-13,Indiana,0.0,2
3866,2020-06-05,North Carolina,10.0,14
3868,2020-03-15,Indiana,0.0,3
3870,2020-06-15,Delaware,1.0,16
3872,2020-12-26,Rhode Island,11.0,43
3873,2021-02-21,Wyoming,0.0,52
3874,2020-06-24,Idaho,1.0,17
3875,2020-11-16,Nebraska,18.0,38
3876,2020-08-27,Vermont,0.0,26
3878,2020-11-24,Kentucky,17.0,39
3879,2020-04-08,North Dakota,0.0,6
3880,2021-01-09,North Carolina,93.0,45
3882,2020-07-12,Kentucky,3.0,20
3883,2021-03-22,New Jersey,7.0,56
3885,2020-04-20,Connecticut,204.0,8
3886,2020-06-24,Delaware,2.0,17
3887,2021-02-28,Illinois,25.0,53
3889,2020-12-08,Nebraska,41.0,41
3890,2020-07-10,Louisiana,25.0,19
3891,2020-10-07,Rhode Island,2.0,32
3892,2020-06-19,Connecticut,12.0,16
3893,2020-10-15,Wisconsin,18.0,33
3895,2020-10-01,Washington,6.0,31
3896,2020-08-27,South Carolina,33.0,26
3898,2021-05-27,Nebraska,0.0,65
3899,2020-07-01,Nevada,4.0,18
3900,2020-11-30,Nebraska,29.0,40
3901,2021-04-19,North Carolina,10.0,60
3902,2021-02-19,Wyoming,0.0,51
3903,2020-10-13,Michigan,21.0,33
3904,2020-09-03,South Carolina,32.0,27
3906,2021-04-01,Delaware,0.0,57
3907,2020-06-29,California,96.0,18
3908,2021-06-01,Rhode Island,0.0,66
3909,2021-04-09,Mississippi,1.0,58
3910,2021-02-02,Louisiana,41.0,49
3912,2021-03-05,Michigan,16.0,53
3914,2021-02-17,Indiana,25.0,51
3915,2020-07-13,Nevada,0.0,20
3916,2021-01-29,Nebraska,0.0,48
3917,2021-02-06,Montana,5.0,49
3919,2020-05-17,Missouri,9.0,12
3920,2020-12-09,Maryland,44.0,41
3921,2020-12-17,Indiana,95.0,42
3922,2020-11-12,Wyoming,0.0,37
3923,2020-11-28,Mississippi,28.0,39
3924,2020-12-27,Louisiana,19.0,44
3925,2021-05-03,South Carolina,11.0,62
3926,2021-01-08,Mississippi,64.0,45
3927,2020-10-30,Indiana,39.0,35
3928,2020-12-11,Mississippi,54.0,41
3929,2020-11-24,Arizona,51.0,39
3930,2021-02-23,Kentucky,16.0,52
3931,2020-03-15,Virginia,1.0,3
3932,2020-11-11,Virginia,17.0,37
3933,2020-03-18,Rhode Island,0.0,3
3935,2020-10-11,Arizona,0.0,33
3936,2020-11-01,Illinois,35.0,36
3937,2020-07-24,Illinois,17.0,21
3938,2021-06-03,Louisiana,10.0,66
3939,2021-03-29,Kentucky,11.0,57
3940,2020-09-01,Wyoming,4.0,27
3942,2021-01-13,Minnesota,50.0,46
3943,2021-01-29,Illinois,72.0,48
3944,2020-10-14,Michigan,20.0,33
3945,2020-03-13,Minnesota,0.0,2
3946,2021-03-06,Vermont,1.0,53
3947,2020-12-30,New Jersey,175.0,44
3948,2020-08-06,Indiana,5.0,23
3949,2020-12-09,Mississippi,37.0,41
3950,2020-06-26,New Jersey,42.0,17
3951,2020-06-20,North Dakota,0.0,16
3952,2021-03-19,Illinois,17.0,55
3954,2020-08-22,Arizona,68.0,25
3955,2020-08-23,Montana,1.0,26
3956,2021-05-16,Minnesota,10.0,64
3957,2020-05-10,Kentucky,0.0,11
3958,2020-06-20,Washington,10.0,16
3959,2020-04-24,Minnesota,0.0,8
3960,2021-04-06,Illinois,8.0,58
3961,2021-05-11,Illinois,27.0,63
3962,2021-04-07,Wisconsin,7.0,58
3963,2020-12-21,Maryland,50.0,43
3964,2021-04-07,Rhode Island,2.0,58
3965,2021-04-09,Virginia,7.0,58
3966,2020-11-18,Maine,1.0,38
3967,2021-05-08,North Carolina,14.0,62
3968,2020-09-01,Maine,0.0,27
3970,2021-02-10,Arizona,176.0,50
3971,2020-05-31,Michigan,19.0,14
3972,2021-01-18,Oregon,3.0,47
3973,2020-09-28,Minnesota,0.0,31
3975,2021-06-03,Oregon,7.0,66
3977,2020-07-28,Mississippi,20.0,22
3978,2020-05-09,Louisiana,40.0,10
3979,2021-03-24,New Jersey,50.0,56
3980,2020-11-20,Maryland,20.0,38
3981,2020-04-09,North Carolina,9.0,6
3982,2020-07-14,Arizona,92.0,20
3983,2020-12-16,Maryland,54.0,42
3984,2021-02-20,Oregon,5.0,51
3985,2020-03-27,Nebraska,2.0,4
3987,2020-07-31,Louisiana,24.0,22
3988,2020-10-31,Maryland,8.0,35
3989,2020-11-20,South Carolina,19.0,38
3990,2020-06-25,Missouri,7.0,17
3991,2020-05-08,Connecticut,77.0,10
3992,2020-09-08,Nevada,0.0,28
3993,2021-03-25,Maryland,9.0,56
3995,2020-09-06,Vermont,0.0,28
3996,2020-03-16,Indiana,0.0,3
3997,2020-08-15,South Carolina,32.0,24
3999,2021-04-06,New Jersey,51.0,58
4001,2020-06-13,Connecticut,27.0,15
4002,2020-07-14,Michigan,2.0,20
4003,2020-04-04,Rhode Island,9.0,5
4004,2020-03-02,Virginia,0.0,1
4005,2020-11-17,Rhode Island,5.0,38
4007,2021-06-04,Kentucky,9.0,66
4008,2020-08-29,South Carolina,28.0,26
4009,2020-04-11,Missouri,18.0,6
4011,2021-04-15,Arizona,14.0,59
4012,2020-04-11,New Jersey,255.0,6
4013,2021-05-04,Connecticut,5.0,62
4014,2020-11-19,South Carolina,13.0,38
4015,2020-04-09,South Carolina,9.0,6
4016,2020-09-17,Arizona,38.0,29
4017,2021-05-31,Wyoming,0.0,66
4018,2020-07-23,Arizona,89.0,21
4019,2021-01-29,Louisiana,58.0,48
4020,2021-02-08,Wisconsin,1.0,50
4021,2020-05-22,Michigan,31.0,12
4022,2020-04-28,Nebraska,0.0,9
4024,2020-08-21,Nevada,15.0,25
4025,2021-05-02,Michigan,46.0,62
4026,2020-05-03,Louisiana,62.0,10
4027,2021-01-19,North Carolina,1567.0,47
4028,2020-11-12,North Carolina,40.0,37
4029,2020-11-08,Connecticut,3.0,37
4030,2020-09-29,North Dakota,7.0,31
4032,2021-03-20,Wisconsin,18.0,55
4033,2020-11-10,Rhode Island,6.0,37
4034,2020-07-21,Maine,0.0,21
4035,2020-05-31,Missouri,12.0,14
4036,2021-01-11,Minnesota,4.0,46
4037,2020-06-17,Alabama,7.0,16
4038,2021-04-14,Illinois,39.0,59
4039,2020-10-24,Nevada,5.0,34
4040,2021-02-13,Vermont,0.0,50
4041,2020-10-08,Washington,6.0,32
4043,2020-10-15,Wyoming,0.0,33
4045,2020-09-24,Nevada,9.0,30
4046,2020-06-01,Maine,5.0,14
4047,2020-05-16,Nebraska,4.0,11
4049,2020-11-07,Maine,1.0,36
4050,2020-08-04,Washington,19.0,23
4052,2020-10-15,Illinois,53.0,33
4053,2021-05-21,New Hampshire,0.0,64
4054,2020-03-13,Oregon,0.0,2
4055,2020-06-19,Maine,0.0,16
4056,2020-11-17,Nebraska,19.0,38
4057,2020-10-04,Maine,0.0,32
4058,2021-02-17,New Jersey,135.0,51
4059,2020-06-27,Vermont,0.0,17
4060,2021-05-10,Vermont,0.0,63
4061,2020-08-13,Arizona,36.0,24
4062,2020-09-22,Minnesota,6.0,30
4063,2021-02-05,Illinois,106.0,49
4064,2021-01-23,North Dakota,0.0,47
4065,2020-06-23,Indiana,17.0,17
4066,2020-03-31,North Dakota,0.0,5
4068,2021-03-16,Michigan,20.0,55
4071,2021-03-03,South Carolina,14.0,53
4073,2021-02-21,Wisconsin,0.0,52
4074,2020-07-06,Mississippi,29.0,19
4075,2020-07-30,Nevada,21.0,22
4077,2020-12-21,Mississippi,53.0,43
4079,2021-01-09,North Dakota,0.0,45
4080,2021-04-20,Mississippi,2.0,60
4081,2020-06-09,Louisiana,13.0,15
4082,2020-06-07,Nevada,1.0,15
4083,2020-08-03,Louisiana,17.0,23
4084,2021-05-22,Michigan,31.0,64
4085,2021-05-16,Kentucky,8.0,64
4087,2021-02-15,North Dakota,0.0,51
4088,2020-05-05,Illinois,176.0,10
4089,2021-03-22,Indiana,10.0,56
4090,2021-02-01,Maryland,32.0,49
4091,2020-10-12,California,47.0,33
4092,2021-02-10,Montana,5.0,50
4093,2021-01-22,North Dakota,8.0,47
4094,2020-05-30,North Dakota,1.0,13
4095,2020-08-05,South Carolina,44.0,23
4096,2020-06-19,Oregon,1.0,16
4097,2020-07-30,South Carolina,37.0,22
4098,2020-06-01,Washington,6.0,14
4099,2021-01-13,Nevada,50.0,46
4100,2020-12-01,Arizona,48.0,40
4101,2020-09-05,Louisiana,0.0,27
4103,2020-05-04,Oregon,0.0,10
4104,2021-01-14,Alabama,95.0,46
4105,2020-12-15,Maine,2.0,42
4106,2020-07-05,Vermont,0.0,19
4107,2020-08-04,Rhode Island,2.0,23
4108,2021-03-27,South Carolina,14.0,56
4109,2021-04-19,Louisiana,4.0,60
4110,2021-02-18,Missouri,14.0,51
4111,2020-10-03,New Jersey,4.0,31
4112,2020-09-02,Connecticut,1.0,27
4113,2020-08-14,North Dakota,0.0,24
4114,2021-04-09,Michigan,56.0,58
4115,2021-05-05,Maryland,9.0,62
4116,2020-04-17,Delaware,9.0,7
4117,2020-05-22,Rhode Island,11.0,12
4118,2020-10-10,Nevada,2.0,32
4119,2020-10-28,Wisconsin,48.0,35
4120,2020-08-10,Wisconsin,0.0,24
4121,2021-01-29,Wyoming,0.0,48
4122,2021-05-18,Michigan,46.0,64
4123,2020-06-16,Minnesota,13.0,16
4125,2021-04-21,Alabama,6.0,60
4126,2020-07-03,Illinois,63.0,18
4127,2020-12-29,Washington,174.0,44
4128,2021-01-10,Vermont,0.0,46
4129,2020-08-17,Missouri,14.0,25
4130,2020-05-31,Idaho,0.0,14
4131,2021-06-06,Minnesota,4.0,67
4132,2020-10-25,Vermont,0.0,35
4133,2021-05-19,Alabama,1.0,64
4134,2021-04-09,Connecticut,4.0,58
4135,2020-09-23,North Dakota,8.0,30
4136,2020-12-01,Maryland,43.0,40
4137,2020-09-27,Michigan,12.0,31
4138,2020-08-04,Kentucky,7.0,23
4139,2021-03-04,Kentucky,28.0,53
4141,2020-04-12,Connecticut,60.0,7
4142,2020-08-16,Washington,15.0,25
4144,2020-05-21,Mississippi,15.0,12
4145,2020-06-26,Arizona,45.0,17
4146,2020-04-04,Indiana,33.0,5
4147,2020-07-23,Minnesota,5.0,21
4148,2021-04-22,North Dakota,2.0,60
4150,2020-05-04,Mississippi,25.0,10
4151,2020-06-30,New Hampshire,4.0,18
4153,2020-04-10,Vermont,1.0,6
4154,2021-03-31,Mississippi,4.0,57
4155,2020-04-29,Arizona,,9
4156,2020-09-17,Nevada,12.0,29
4157,2021-02-07,Connecticut,0.0,50
4159,2020-04-26,Montana,0.0,9
4160,2020-06-15,New Jersey,51.0,16
4161,2021-02-25,Arizona,121.0,52
4162,2020-12-25,Maryland,35.0,43
4163,2020-06-26,Michigan,5.0,17
4164,2020-07-28,Connecticut,5.0,22
4165,2021-02-09,Illinois,23.0,50
4166,2020-09-21,Indiana,7.0,30
4167,2021-04-30,New Hampshire,2.0,61
4168,2020-06-22,Wisconsin,0.0,17
4169,2020-03-21,North Carolina,0.0,3
4170,2021-04-16,Maryland,10.0,59
4171,2021-03-11,Connecticut,9.0,54
4172,2020-05-24,Montana,0.0,13
4173,2020-07-01,North Carolina,22.0,18
4174,2021-01-04,Virginia,59.0,45
4175,2020-09-22,South Carolina,19.0,30
4176,2020-09-14,Washington,15.0,29
4179,2020-05-22,California,57.0,12
4180,2020-04-01,Wisconsin,8.0,5
4181,2020-08-10,Washington,9.0,24
4184,2020-11-22,Delaware,2.0,39
4185,2021-02-15,Nevada,11.0,51
4186,2021-03-22,California,52.0,56
4188,2020-06-28,Wisconsin,0.0,18
4189,2020-07-01,Nebraska,2.0,18
4191,2021-01-11,Alabama,85.0,46
4192,2021-01-21,New Jersey,96.0,47
4193,2020-09-17,California,63.0,29
4196,2021-04-19,Idaho,5.0,60
4197,2021-06-04,Illinois,17.0,66
4198,2020-07-05,New Hampshire,5.0,19
4199,2020-12-21,Maine,,43
4201,2020-12-05,Wyoming,0.0,40
4202,2020-09-20,Wyoming,0.0,30
4204,2020-11-06,North Dakota,15.0,36
4205,2021-04-03,Illinois,9.0,57
4206,2020-09-02,North Carolina,30.0,27
4207,2020-09-15,Virginia,45.0,29
4208,2020-12-19,Connecticut,0.0,42
4209,2020-12-18,Wisconsin,71.0,42
4210,2021-05-22,Illinois,41.0,64
4211,2020-04-24,Michigan,115.0,8
4212,2021-05-08,Michigan,59.0,62
4213,2020-05-31,Connecticut,32.0,14
4214,2020-10-08,New Jersey,9.0,32
4215,2020-06-02,Rhode Island,10.0,14
4216,2020-12-28,North Dakota,6.0,44
4219,2020-06-13,Delaware,4.0,15
4220,2021-05-30,Nevada,0.0,66
4225,2020-12-10,Virginia,35.0,41
4226,2021-03-10,Oregon,2.0,54
4227,2020-07-07,Connecticut,0.0,19
4228,2020-11-12,Nebraska,25.0,37
4229,2020-09-26,Illinois,25.0,30
4230,2021-01-17,Wisconsin,1.0,47
4231,2020-10-03,Idaho,6.0,31
4232,2021-02-23,Wyoming,9.0,52
4233,2020-04-27,Michigan,111.0,9
4234,2020-06-13,North Dakota,0.0,15
4236,2020-07-11,Rhode Island,3.0,19
4237,2021-01-29,Missouri,32.0,48
4238,2021-01-12,Virginia,75.0,46
4239,2021-05-01,Louisiana,0.0,61
4240,2020-08-30,Montana,0.0,27
4241,2020-10-10,Connecticut,0.0,32
4243,2020-06-20,Louisiana,20.0,16
4246,2020-10-23,Connecticut,8.0,34
4247,2020-10-30,Wyoming,0.0,35
4248,2021-03-17,Maine,2.0,55
4249,2020-06-03,California,66.0,14
4250,2021-01-14,Wyoming,0.0,46
4251,2020-11-08,Virginia,6.0,37
4252,2020-07-27,Arizona,,22
4253,2021-05-05,North Dakota,2.0,62
4255,2020-04-25,Illinois,79.0,8
4256,2021-03-26,Maryland,16.0,56
4257,2020-09-25,Missouri,24.0,30
4258,2020-03-26,Alabama,2.0,4
4260,2020-03-26,North Carolina,1.0,4
4261,2020-09-09,Indiana,16.0,28
4262,2020-03-27,Illinois,8.0,4
4263,2021-04-30,Alabama,5.0,61
4264,2020-03-27,Kentucky,3.0,4
4265,2020-05-08,Alabama,19.0,10
4266,2020-07-04,North Carolina,12.0,18
4267,2020-12-19,Vermont,1.0,42
4268,2020-09-10,South Carolina,22.0,28
4269,2020-03-30,Vermont,0.0,5
4270,2020-07-27,Rhode Island,1.0,22
4271,2021-05-01,Alabama,5.0,61
4272,2020-10-05,Maine,0.0,32
4273,2021-02-15,Virginia,21.0,51
4274,2020-04-05,Nebraska,0.0,6
4275,2020-09-29,Illinois,23.0,31
4276,2021-02-08,Nebraska,10.0,50
4277,2020-06-25,Montana,1.0,17
4279,2021-04-01,Michigan,27.0,57
4280,2020-03-12,Indiana,0.0,2
4282,2021-01-17,North Carolina,98.0,47
4283,2020-04-25,Nevada,3.0,8
4284,2020-05-20,Montana,0.0,12
4285,2020-04-25,Oregon,1.0,8
4288,2020-03-11,Wisconsin,0.0,2
4289,2020-06-16,Delaware,2.0,16
4290,2021-04-07,Connecticut,5.0,58
4292,2020-07-05,Delaware,0.0,19
4293,2021-01-29,North Carolina,83.0,48
4295,2020-11-29,New Jersey,13.0,40
4296,2020-07-25,Delaware,1.0,21
4297,2020-09-09,Kentucky,16.0,28
4298,2021-03-01,Missouri,6.0,53
4299,2020-09-05,Wyoming,0.0,27
4300,2020-09-19,Oregon,4.0,29
4301,2020-10-25,South Carolina,14.0,35
4303,2020-07-02,Idaho,0.0,18
4304,2020-08-12,Nevada,15.0,24
4305,2020-06-06,Wyoming,0.0,14
4307,2020-09-26,Louisiana,0.0,30
4308,2021-05-24,Alabama,12.0,65
4309,2021-05-18,Delaware,0.0,64
4310,2020-05-17,Kentucky,0.0,12
4311,2021-01-31,Indiana,54.0,49
4312,2020-03-17,New Hampshire,0.0,3
4313,2020-05-12,Washington,17.0,11
4317,2020-06-18,New Hampshire,1.0,16
4318,2020-03-04,California,1.0,1
4319,2020-06-01,Nebraska,8.0,14
4320,2020-09-03,New Hampshire,0.0,27
4321,2020-03-23,Mississippi,3.0,4
4324,2020-09-16,New Jersey,11.0,29
4325,2020-11-02,Montana,10.0,36
4326,2021-03-01,North Carolina,21.0,53
4327,2020-06-04,Nevada,,14
4328,2021-03-20,Oregon,5.0,55
4329,2020-06-30,Montana,0.0,18
4330,2020-08-28,California,117.0,26
4331,2020-05-20,Alabama,20.0,12
4332,2020-08-11,Nebraska,3.0,24
4333,2021-04-23,Connecticut,8.0,60
4334,2020-07-25,Louisiana,0.0,21
4335,2020-11-29,Maine,0.0,40
4336,2021-03-26,Alabama,7.0,56
4337,2021-05-17,Maine,2.0,64
4338,2020-10-01,New Hampshire,2.0,31
4339,2020-06-06,Illinois,69.0,14
4340,2020-10-27,Idaho,5.0,35
4341,2020-12-08,Rhode Island,21.0,41
4343,2020-11-12,New Jersey,19.0,37
4344,2020-03-03,Wisconsin,0.0,1
4345,2020-06-29,Alabama,18.0,18
4347,2021-05-01,Virginia,14.0,61
4349,2021-03-13,Alabama,17.0,54
4351,2021-01-16,Delaware,14.0,46
4352,2020-10-08,Wisconsin,9.0,32
4353,2021-03-11,Virginia,59.0,54
4356,2021-02-25,Missouri,9.0,52
4357,2021-05-14,New Jersey,26.0,63
4358,2020-09-01,Connecticut,1.0,27
4360,2020-03-07,Illinois,0.0,1
4361,2020-11-26,Missouri,71.0,39
4362,2021-03-19,Alabama,6.0,55
4364,2021-05-14,New Hampshire,3.0,63
4366,2020-12-22,New Jersey,103.0,43
4367,2021-02-21,Illinois,40.0,52
4368,2020-04-10,Minnesota,0.0,6
4369,2020-07-15,Nevada,7.0,20
4370,2020-03-07,South Carolina,0.0,1
4371,2020-08-08,Missouri,9.0,23
4372,2020-09-12,Arizona,27.0,28
4374,2020-10-25,Wyoming,0.0,35
4375,2021-02-08,Delaware,0.0,50
4376,2021-02-12,North Carolina,35.0,50
4377,2021-01-13,Maine,8.0,46
4378,2021-02-03,Oregon,10.0,49
4379,2020-10-08,Oregon,11.0,32
4381,2020-08-23,Wyoming,0.0,26
4382,2020-10-10,South Carolina,13.0,32
4383,2020-07-18,New Jersey,,20
4384,2020-05-17,Delaware,11.0,12
4385,2020-08-27,Nevada,21.0,26
4386,2020-07-05,Missouri,7.0,19
4387,2020-09-09,Idaho,17.0,28
4388,2020-06-11,Virginia,14.0,15
4389,2021-04-04,Vermont,0.0,58
4391,2020-08-24,South Carolina,23.0,26
4392,2020-09-30,Kentucky,4.0,31
4393,2020-12-24,Wisconsin,66.0,43
4394,2020-03-30,North Dakota,2.0,5
4395,2021-01-21,Illinois,138.0,47
4396,2020-05-21,Delaware,5.0,12
4397,2020-04-29,Oregon,2.0,9
4399,2020-06-23,Vermont,0.0,17
4400,2021-03-03,California,129.0,53
4401,2020-10-25,New Jersey,4.0,35
4402,2020-07-03,Alabama,30.0,18
4403,2020-05-15,Delaware,0.0,11
4404,2021-02-20,Rhode Island,4.0,51
4405,2020-04-27,California,70.0,9
4406,2021-02-23,Alabama,22.0,52
4407,2020-08-14,Washington,19.0,24
4408,2021-05-16,Oregon,2.0,64
4409,2021-01-28,Arizona,176.0,48
4410,2021-03-05,Nevada,15.0,53
4411,2020-07-12,Virginia,2.0,20
4413,2021-02-09,Minnesota,6.0,50
4414,2020-05-20,Washington,6.0,12
4415,2021-01-28,Maine,4.0,48
4416,2021-03-20,Illinois,25.0,55
4417,2021-05-07,Maine,1.0,62
4418,2020-09-27,Wyoming,0.0,31
4419,2020-07-25,Michigan,4.0,21
4420,2020-05-18,Vermont,0.0,12
4421,2020-09-11,Kentucky,9.0,28
4423,2020-05-08,Virginia,0.0,10
4424,2020-05-30,Illinois,60.0,13
4425,2020-07-21,Montana,1.0,21
4426,2020-12-14,North Dakota,13.0,42
4428,2021-02-10,Maryland,32.0,50
4429,2021-04-25,New Jersey,13.0,61
4430,2021-05-09,Oregon,2.0,63
4431,2020-09-07,Kentucky,0.0,28
4432,2020-10-02,Nebraska,0.0,31
4433,2020-04-19,New Hampshire,3.0,8
4434,2020-06-01,California,67.0,14
4436,2021-04-04,California,28.0,58
4438,2021-01-28,Nebraska,4.0,48
4439,2020-08-20,Wyoming,0.0,25
4440,2021-03-25,Indiana,7.0,56
4441,2020-12-05,Missouri,74.0,40
4442,2020-12-08,Washington,26.0,41
4443,2021-05-22,Alabama,0.0,64
4444,2020-07-11,Oregon,0.0,19
4446,2020-03-24,Montana,0.0,4
4448,2021-01-13,North Dakota,8.0,46
4449,2020-10-25,Oregon,4.0,35
4452,2021-04-19,Michigan,72.0,60
4453,2020-10-26,Michigan,24.0,35
4455,2020-03-13,Missouri,0.0,2
4457,2020-07-21,Virginia,3.0,21
4458,2020-07-03,Wyoming,0.0,18
4459,2021-03-01,Mississippi,18.0,53
4461,2020-10-16,Arizona,17.0,33
4462,2020-07-24,New Jersey,35.0,21
4464,2020-09-18,Mississippi,12.0,29
4465,2020-04-06,Vermont,1.0,6
4466,2020-04-01,Arizona,5.0,5
4467,2020-09-07,New Hampshire,0.0,28
4468,2020-06-13,North Carolina,12.0,15
4469,2020-10-07,Kentucky,5.0,32
4470,2020-08-17,Maryland,8.0,25
4471,2020-07-28,Illinois,30.0,22
4472,2020-07-12,Connecticut,0.0,20
4473,2020-05-03,Indiana,45.0,10
4474,2020-04-10,New Jersey,232.0,6
4475,2020-04-17,Idaho,2.0,7
4476,2020-09-16,Mississippi,26.0,29
4477,2020-04-21,North Dakota,0.0,8
4478,2021-03-23,Maryland,15.0,56
4479,2020-09-05,Illinois,23.0,27
4480,2021-04-04,North Carolina,14.0,58
4481,2020-10-06,Indiana,15.0,32
